s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
64 33 4.12340233890077 1.72603235156144 0.447418880613131 6.6574316200725
117 45 5.67240901659528 1.3668285894336 3.2829526005987 8.60103352962757
102 38 5.66632256667976 1.96333897421623 2.21506426437042 9.10530118641283
44 21 3.40164048268106 0.798410174428364 2.08873449518679 4.88252007344299
41 20 3.17247735395671 0.576963983825535 2.01308221391974 4.00655712551313
185 94 10.0880508071686 4.60812895438011 1.03994463062553 18.0152593636936
49 22 3.50638584504853 0.670119361409473 2.27272727272727 4.60057488322909
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
66 30 4.1376425375886 1.09185001413178 1.85861358126009 5.91504672659293
21 14 2.16283980250018 0.495573785097716 1.51354429288693 2.95286094408491
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445098
52 23 3.61695854355431 0.575846813010624 2.45373061904738 4.76617730731492
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
30 17 2.64372958256459 0.478212268618878 1.94473826527253 3.47507187946868
123 37 5.83136077829584 0.806054466845066 3.7768275826083 7.227544504306
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
26 15 2.4607404583838 0.386265246841508 1.89619502044372 3.25508149752899
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
21 14 2.1456046681212 0.493274146541977 1.31319830791787 2.77929663690625
27 18 2.575395284309 0.916275805519922 0.833333333333334 3.87656778320434
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
51 22 3.61662082803722 0.580869312417349 2.60085809107636 4.82803452300954
23 14 2.25324271924934 0.256426190173708 2 2.82842712474619
27 16 2.46382569903178 0.380008782517652 1.76001598004109 3.01623212800341
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
23 14 2.23361843772962 0.268650636385292 1.71428571428571 2.63415555922654
39 19 3.09934216923457 0.500033795532587 2.23296878269436 3.87798674100814
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
27 17 2.45821252538947 0.544326672173127 1.49971162164494 3.32756132323081
16 12 1.84065254201659 0.441963293612934 1.11803398874989 2.5
39 20 3.12475858113205 0.611051396890328 1.87416648139913 4.30261548363318
39 18 3.07635942191704 0.3026024830331 2.40370085030933 3.48010216963685
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
28 16 2.52622906893357 0.343753823651475 2.06155281280883 3.20156211871642
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
202 71 7.05126331393127 3.04707154675972 0.282042033725365 11.6247961589422
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
146 47 6.41363913435185 1.05083549440114 4.12508144973567 8.60821719927721
35 24 3.26836381529802 1.35532106641665 1.12808219755674 5.50961911367545
60 24 3.96424609958582 0.702200965003576 2.76134025429682 5.30330085889911
33 17 2.82497753778138 0.524935495420578 1.79291184166213 3.67541161219137
67 29 4.23496328926677 0.90889204502084 2.80351401712797 5.93914841940166
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
60 26 4.00058759406291 1.04472615951922 1.80277563773199 5.59016994374947
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
29 16 2.61252656683803 0.329087659394123 2.00097632419777 3.3172136274289
29 17 2.65187828653315 0.700023501673322 1.19108569007744 3.81265421719972
23 14 2.23361843772962 0.268650636385292 1.71428571428571 2.63415555922654
22 14 2.20277340118616 0.46820712772804 1.58113883008419 2.91547594742265
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
132 39 6.03971104736987 0.943086333163465 4.12828475795154 7.74375954984476
24 15 2.32019879537088 0.484205873299044 1.14697670227235 3.03021818063027
33 18 2.76540291186704 0.325012545589197 2.26623089493013 3.38661125647293
53 23 3.75855515057791 0.756766854661206 2.33045100578389 5.16641766174363
18 14 1.96096915144261 0.636081745603851 1.11803398874989 2.69258240356725
14 10 1.68917513277928 0.216072605390181 1.58113883008419 2.12132034355964
22 14 2.19232648355346 0.468203794935232 1.37951485113057 2.81123837916492
26 14 2.42975291896459 0.246143184079399 2.06155281280883 2.69258240356725
15 11 1.71680607651965 0.246660411163052 1.41128860875091 2.13006809342909
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
18 13 1.93255035652896 0.3832830862607 1.31671098220182 2.5197445160245
50 24 3.66513708431975 0.947822438733306 2.13152592707144 5.20833333333333
34 18 2.83185478055548 0.410938081447014 1.81981548379547 3.42872758315766
57 36 4.39202466529976 2.19924135766747 0.20030840419245 7.65478144771918
20 14 2.09829066547769 0.602065117423488 0.814411017927953 2.99148451305313
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
