s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
23 14 2.23361843772962 0.26865063638529 1.71428571428572 2.63415555922654
63 24 4.05370938279681 0.482048540481849 3.33567625993757 5.02096299970876
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
43 22 3.27575201748403 0.615591465324793 2.45496629388923 4.29900046041841
18 13 1.93255035652896 0.3832830862607 1.31671098220182 2.51974451602449
76 34 4.62674493710985 1.27992733617591 2.13149069788158 6.77467296418257
14 10 1.68917513277928 0.216072605390181 1.58113883008419 2.12132034355964
32 18 2.77469031312545 0.607449504745602 1.46776053484699 3.84980358646009
31 16 2.6826469791503 0.222483561765333 2.16596543139543 2.96924338005493
14 10 1.68917513277928 0.216072605390181 1.58113883008419 2.12132034355964
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
29 15 2.64483365718994 0.340537864130241 2.13437474581095 3.29983164553722
31 17 2.71560827105947 0.393552388963995 1.95538472218761 3.58099558946457
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
36 20 3.04052546776495 0.826259571728358 1.31244047484067 4.35
74 39 4.64315064646004 1.92307560768782 1.31045459889032 7.70277066198504
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
88 31 4.88042238467713 0.80088383188749 3.50916742025095 6.42008425098941
25 15 2.36850895034204 0.351423797547881 1.84390889145858 3
23 14 2.25324271924934 0.256426190173708 2 2.82842712474619
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
35 18 2.89422284254419 0.384922713957154 2.16737880034791 3.65570752808047
25 15 2.41377420076571 0.437575005565507 1.62754074876449 3.29376515387617
22 14 2.20277340118616 0.46820712772804 1.58113883008419 2.91547594742265
33 20 2.88694233365703 0.795653166988563 1.60701586799882 4.16923254328659
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
15 11 1.71680607651965 0.246660411163049 1.41128860875092 2.13006809342909
21 13 2.14081502246841 0.282193077634283 1.4776440547922 2.6658036078713
24 16 2.38799607310259 0.649980580361142 1.5 3.35410196624968
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
31 18 2.70427866030865 0.584121489977526 1.49484711634153 3.66834978204871
