s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
50 26 3.67491520522627 1.29382855017076 1.11538461538461 5.42907469749735
50 23 3.59555891891053 0.881510085249842 1.93123759256633 4.7584369405512
91 35 5.00891538978223 1.2367465901335 2.38652680774418 7.04139364684264
32 18 2.7486160372516 0.533494191723623 1.80875784401108 3.77777777777778
46 25 3.55197784280212 1.3438204508947 1.25602547744861 5.34580209136103
128 52 5.81175378650521 1.96345988748843 1.72734704406813 8.99054401339567
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
127 61 7.57217236307167 3.64834463146545 0.63321993166649 13.6858542600059
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
97 35 5.27084455026836 1.50950518057131 1.97039310280762 7.61180608244421
52 28 3.66681013398062 1.4190444372205 0.505076272276105 5.65414783633237
30 17 2.63455680380265 0.570566765327532 1.48463876048517 3.4082131616167
27 16 2.47065629472395 0.376764148162916 1.85510275995698 3.25060090598646
54 25 3.84001413690935 1.124229259687 1.53310143173894 5.42129135907673
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
20 14 2.03266527158309 0.343906809615674 1.5 2.5
49 27 3.6448104304735 1.40910969128407 0.49828237211384 5.7047858521294
25 16 2.32514076993644 0.306137877400638 2 2.82842712474619
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
20 14 2.09829066547769 0.602065117423488 0.814411017927953 2.99148451305313
24 14 2.35640922631811 0.389123618887317 1.69332422730425 3.0722590239438
30 17 2.63985584150743 0.470608706617549 1.82732053729518 3.41075035631158
95 40 5.16012022526485 2.01045001450238 0.728868986855659 7.99882803915674
109 36 5.44784817076667 0.739093329864037 3.74866231285274 7.29133597133705
15 11 1.71680607651965 0.246660411163049 1.41128860875092 2.13006809342909
35 18 2.91385382463134 0.437669571838621 2.09128113607986 3.7321592069041
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
31 16 2.6826469791503 0.222483561765333 2.16596543139543 2.96924338005493
40 19 3.11010828322528 0.316353682148726 2.47424405758803 3.62967150517192
132 49 6.48364437633664 2.74848910055908 0.515078753637714 10.9339389246585
163 74 8.84106571554362 4.52290070529061 0.707494060146402 17.0202742937454
21 13 2.18254704466073 0.33500454148137 1.63178487966126 2.83678290993627
27 15 2.47145201443096 0.31043418756573 1.89619502044372 2.98812464413533
29 17 2.60227786647872 0.502365762091878 1.79194661314444 3.58582368332428
21 14 2.13251383063434 0.395558333000707 1.41781666009137 2.92944237920141
18 12 1.95477615018027 0.309058035574307 1.5 2.5
19 13 1.98697656442969 0.333310260928637 1.39313617509807 2.5605103041682
69 29 4.34000977368598 1.4214214106369 1.70367163131526 6.4545424095751
35 19 2.85269156866165 0.342050375699401 2.39690474457594 3.54042738080887
44 27 3.37712201214429 1.58169796467014 0.680917641142601 5.72686495103146
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
25 15 2.36850895034204 0.351423797547881 1.84390889145858 3
32 17 2.72831487268892 0.292762224629992 2.16930457818656 3.36941258626345
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
47 21 3.43460399408423 0.47078232060029 2.55993905823154 4.32940690768789
35 17 2.92900658009465 0.384140667435973 2.35954954354489 3.67541161219136
32 17 2.72772193057593 0.469502634108011 1.89060690352802 3.3934600239661
25 15 2.41377420076571 0.437575005565507 1.62754074876449 3.29376515387617
59 27 3.92399802430599 0.911015200704605 1.75173830968674 5.32934521671824
14 10 1.68917513277928 0.216072605390181 1.58113883008419 2.12132034355964
30 17 2.6510427099689 0.488270965837528 1.77350746255075 3.4082131616167
23 15 2.24194135321641 0.485717192366522 1.43913554299486 3.01182853282041
120 41 5.87771683916015 1.58509559409296 2.49162786129212 8.29859903746005
104 45 5.26684499723862 1.74910151813481 1.88587995638019 7.92050004656615
14 10 1.68917513277928 0.216072605390181 1.58113883008419 2.12132034355964
24 14 2.35640922631811 0.389123618887318 1.69332422730424 3.07225902394379
33 17 2.8025988931932 0.381365236842882 1.8470962903656 3.44707889976086
24 15 2.2831635611971 0.291447989527384 1.87142251301575 2.83470555006258
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
41 24 3.24808271602607 1.25428169034775 1.00086767912203 5.02511055710331
33 17 2.77124088416035 0.266625231104057 2.37926451954785 3.32756132323082
36 19 2.98506373926745 0.716391783308578 1.62136018955257 4.24231421713403
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
