m.cx m.cy m.majoraxis m.eccentricity m.theta
41.6875 7.0625 14.8778652869142 0.905086981008973 -1.32879816364478
66.2991452991453 8.91452991452991 15.8253106613956 0.750321894321021 0.637073286122871
28.6078431372549 8.34313725490196 18.646148450774 0.922349929172656 -0.314231475846408
78.5454545454545 13.4772727272727 10.0636210010311 0.828416216027284 0.796041179840339
54.1219512195122 14.5365853658537 8.57454368836267 0.691999857818873 1.52287192831262
9.83783783783784 26.8162162162162 41.0914870834658 0.969745103146482 -1.0354727782767
36.0612244897959 17.6326530612245 9.73718526925455 0.752737204447627 -0.14737988946281
26 17 3.26598632371095 2.91621473294212e-07 1.5707963267949
62.0606060606061 21.530303030303 12.5139504440946 0.834404201389804 -1.38387756908411
45.5714285714286 19.4285714285714 6.64389419579012 0.805446159396091 0.276076495227768
86.5882352941177 19.9411764705882 5.69530651647301 0.759283494666255 1.1361789240624
79.5882352941177 20.9411764705882 5.69530651647301 0.759283494666255 1.1361789240624
72.8695652173913 24.1739130434783 5.87902873572735 0.520404143925423 0.661341438848475
20.6346153846154 26.5961538461538 9.49708831548384 0.670257731951375 -0.656639678937814
53.5 24.5 4.47213595499958 0 0
88.0666666666667 26.0333333333333 7.41877847847663 0.720423769879935 0.25200781961338
35.780487804878 32.349593495935 14.3132484007921 0.617649283910571 1.3066227388602
46 28 3.26598632371081 4.12953092472286e-07 1.5707963267949
79.3461538461538 30.1153846153846 6.78927846358655 0.705371415643617 0.514303458433502
93.5 31.5 4.47213595499958 0 0
46.2857142857143 33.5714285714286 6.49353563909433 0.775196679940837 1.49316532984122
24.6666666666667 35.3333333333333 9.0094011105806 0.90403924324636 1.40709622089481
53.1052631578947 33.5789473684211 5.54469823377679 0.632280896446696 -0.223759987579108
69.3137254901961 35.3529411764706 9.56038186608958 0.698273114327391 -0.837114142115898
61 35 5.89767824619572 0.565685424949238 0.785398163397612
86.7777777777778 36.5555555555556 6.58110492848142 0.606009480282693 1.44529498347293
15.5789473684211 36.8947368421053 5.54469823377752 0.632280896446691 1.34703633921634
79.1739130434783 40 5.40531139753742 0.128697890418079 1.5707963267949
94.3076923076923 40.2307692307692 8.37496663900607 0.703868568113941 -0.178109827698244
46 41 5.65685424949238 0.816496580927772 1.5707963267949
54.4074074074074 42.4074074074074 7.30446994703538 0.752891041111665 0.785398163397448
16.5 43 5.8653008661953 0.814161461922146 1.11591974782279
74.2564102564103 45.6666666666667 8.740953407599 0.748605566203249 0.69498798216743
86 46.2307692307692 7.35862432520502 0.399400700359963 1.05811415820689
61 45 3.26598632371109 5.84003863998217e-07 1.5707963267949
96.5 48 6.70776738050164 0.622166912169502 0.357871794834796
8 48 3.26598632371092 4.84230423249958e-07 0
37 55.2475247524753 20.864357295357 0.497127546756021 -0.794831418951666
66 50 5.65685424949238 0.816496580927633 1.5707963267949
15.1780821917808 56.5479452054795 15.0347656369511 0.448967101433948 -1.53650409338463
3.2 55.2571428571429 12.1062815269318 0.9493065056081 1.3051147931426
56.9 54.95 10.5309160600937 0.713140149158843 0.884026399069433
70.9090909090909 56.4242424242424 7.94405423658454 0.751624307517487 0.508544755646343
81.1791044776119 58.6567164179104 11.9586282912668 0.791057801449496 1.29522454060213
91 55 3.26598632371053 8.25838969792074e-07 1.5707963267949
92.65 64.8833333333333 11.9635074118358 0.836552600104699 -1.37277272519641
29 62 3.26598632371081 4.12953092472286e-07 0
63.5862068965517 63.6896551724138 6.72219171493478 0.569510701772059 0.769818791605842
53.9655172413793 66.6551724137931 8.26541124939535 0.834024309254863 0.617306370370845
75 65.8260869565217 5.40531139753776 0.128697890416621 0
10.5 70.5 6.55996657680319 0.772836515749517 1.35162804686586
84.5882352941177 70.9411764705882 5.6953065164723 0.759283494666153 1.13617892406239
61.8560606060606 77.6893939393939 14.9656104699544 0.637512698343968 -1.16783170333167
18 73.375 6.73842885705734 0.732997121659695 -1.21314867180878
77.6969696969697 73.5757575757576 6.67877687949389 0.312244625562666 -0.620249485984992
49.6792452830189 75.6603773584906 10.5944531478906 0.796999202257368 0.675136497887064
39 76.5 6.83130051064009 0.878310065653679 1.5707963267949
87.5 75.5 4.78091443733779 0.670820393249771 -0.785398163397448
23.3636363636364 78.5 6.46669790682822 0.750757193529494 1.5707963267949
30.5 78 6.20173672946047 0.544058820349454 0
74.4 81.4 4.61880215351727 0.489897948557777 -0.785398163396027
80.5882352941177 82.0588235294118 5.69530651647223 0.759283494666423 -1.13617892406159
38.6666666666667 83.8333333333333 5.66132748287614 0.698929560157721 1.26892166009578
28.88 85.86 11.0413553001152 0.8459661772061 0.391480141222348
46.4705882352941 86.9411764705882 7.36190177197194 0.589235773806868 -1.39037793527858
67.9649122807018 88.7894736842105 18.2886252259579 0.963306649756906 -0.355056588995011
37.6 90.35 6.80712134004825 0.836117799032693 0.281328442349497
56 92 3.26598632371053 8.25838969792074e-07 0
