m.cx m.cy m.majoraxis m.eccentricity m.theta
50.5 1.5 4.47213595499958 0.894427190999916 0
38.0645161290323 5.90322580645161 8.83008128762353 0.843778672721601 1.51308299661143
62.4262295081967 5.45901639344262 18.6709985768416 0.972921094505477 0.362430563461846
45.8947368421053 6.42105263157895 5.5446982337778 0.632280896446716 -0.223759987578431
31.2592592592593 9.92592592592593 6.51805777823951 0.582787548981983 -0.144999959525843
54.4074074074074 10.9259259259259 6.42150068125661 0.57241259765585 0.21801917366012
19.2881355932203 15.5593220338983 10.2927288570888 0.698617406172783 -0.317234639928089
64.0625 15.7083333333333 11.3977733477826 0.87842569438481 -0.666403692165439
39.8947368421053 16.5789473684211 5.54469823377721 0.632280896446632 0.223759987578628
76.2372881355932 17.7796610169492 12.5983623742758 0.850879652722171 0.243326927748086
46.1944444444444 19.1944444444444 8.56453932368925 0.773731525082854 -0.805645951325573
11.5 21.5 4.47213595499958 0 0
33.3214285714286 22 6.50745255653193 0.546180604756449 0
53.6666666666667 23.8333333333333 5.66132748287548 0.698929560157551 1.2689216600961
61.1739130434783 23.8695652173913 5.87902873572639 0.520404143925187 0.909454887945576
83.46875 25.0625 8.00522774681267 0.762365129059125 1.05233434350048
18.4210526315789 26.0263157894737 10.1557268720511 0.846854794654079 -0.341394434955069
69.7441860465116 25.6744186046512 11.704402715361 0.906754407493833 0.0810208426452517
45 29.3137254901961 10.3152647593586 0.778110607619766 -0.566600031622248
8.38983050847458 32.7457627118644 12.5108672028822 0.821093792655394 1.3307909030942
58.9090909090909 31.0909090909091 5.50281670924419 0.428259399823305 -0.785398163397448
28.9090909090909 31.7727272727273 5.49379815626856 0.357978993062932 -0.982793723247329
34 31 3.26598632371109 4.12953092472286e-07 0
68.5 32.1428571428571 6.54653670707993 0.560611910581481 -5.40184731961897e-13
78 33 5.89767824619603 0.565685424949208 0.785398163397285
18.9090909090909 35.0909090909091 5.5028167092439 0.428259399823468 -0.785398163397039
85.2352941176471 39.2352941176471 12.4872545041975 0.87863763052614 -1.35337183241471
52.6333333333333 38.3666666666667 6.4910194371403 0.45097175901181 0.785398163397236
75.4772727272727 42.5454545454545 12.8550406162786 0.908397318925116 -0.321599039249824
5 42.6538461538462 6.49246487855003 0.629109359511588 1.25514649119837
41.3653846153846 44 11.1349832156167 0.842263508446783 0.94175276812191
15.6 42.8285714285714 8.57377358725537 0.797351109119707 -0.0627667926189118
26.8958333333333 44.3958333333333 8.71257465418057 0.598217939848628 -1.20830311086021
62.5 43 6.70776738050226 0.62216691216942 0.357871794834276
89 47 3.26598632371165 8.25906184944571e-07 0
2 48 3.26598632371091 4.77418879973912e-07 0
54.4210526315789 49.1052631578947 5.54469823377668 0.632280896446459 1.34703633921593
77.4 48.6 4.61880215351569 0.489897948556552 0.785398163398869
8.91666666666667 49.9166666666667 5.77350269189644 0.408248290463754 -0.785398163398001
36.44 49.8 6.45921595312099 0.657938921364902 -0.435851180632664
61.6 50.52 7.86149176065788 0.844651241661647 0.845343211153237
71 51.1428571428571 5.61778965602142 0.544314545941461 0.890944830008822
18 52 5.89767824619572 0.565685424949238 -0.785398163397285
85.75 52.5 8.92713430322363 0.77920963864735 -0.15397665906177
44.0833333333333 54.9166666666667 5.77350269189663 0.408248290464075 0.78539816339843
30.4516129032258 56.5806451612903 6.42575463121982 0.331175813360091 0.540419500271033
52.5 56.5 4.47213595499958 0 0
58.6451612903226 57.8387096774194 8.42739335698107 0.834893664704031 0.983957895614648
3.61764705882353 58.8235294117647 7.6272390669809 0.637701087402708 -1.33779513043628
12.5 59.1428571428571 6.54653670707976 0.560611910581524 0
38.8571428571429 59.5 6.54653670707993 0.56061191058133 1.5707963267949
77.5 59.5 4.47213595499958 0 0
24.5932203389831 63.5932203389831 10.6968246893461 0.721083645095743 0.739753468492164
84.6818181818182 61.0909090909091 7.3065929529777 0.843447519500023 -0.514218120406767
70.9423076923077 64.6153846153846 11.7472211442161 0.873050163019313 1.16132741669856
52.6111111111111 64.8611111111111 7.34500568708305 0.543905643909728 1.27357687593959
6.26470588235294 66.8529411764706 7.3211695393924 0.584523605788365 1.26023229380908
43.76 69.68 11.702358107004 0.861890173331886 -1.44412618446721
59.5 66.5 4.78091443733741 0.670820393249824 -0.785398163397802
14.3513513513514 68.9189189189189 7.34197530586576 0.474953091933066 1.30800443001894
33.15625 71.25 7.72753155132604 0.724220595978722 -1.3346218958173
63.4193548387097 70.5806451612903 6.87866885405408 0.555146309098067 -0.641856978804289
78.8 70.4571428571429 7.22940460447784 0.532106463587769 -0.150547321411611
23.4347826086957 73.6086956521739 6.66728160880456 0.757544515981177 1.4632622575993
54.4347826086956 74.3913043478261 6.66728160880348 0.757544515981008 -1.46326225759921
68.9090909090909 74.9090909090909 5.50281670924519 0.428259399824069 0.785398163397448
13.7692307692308 78.2307692307692 11.2600773695292 0.907023226483081 0.479564254856245
38.3461538461538 79.1538461538462 6.37154743810256 0.586208334416808 -0.061230528709053
50.375 82.5 11.0829267437651 0.805147062507389 1.12455484153651
61.5789473684211 81.8684210526316 8.30079039561227 0.697807835512516 -1.44257991472122
27.4583333333333 82.0416666666667 9.24858714735669 0.699015032233642 -0.58897397246849
72 81 3.26598632371165 0 0
41.4347826086956 88.3913043478261 6.6672816088024 0.757544515980973 -1.46326225759917
31.2352941176471 89.6470588235294 13.215959078199 0.907640945660476 0.0881830778018839
49.6363636363636 92.0909090909091 4.3461299841426 0.708443752635706 -0.263033209498061
