m.cx m.cy m.majoraxis m.eccentricity m.theta
32.0666666666667 4.16666666666667 7.31460404581779 0.696060439919447 0.0966130576410001
42.1052631578947 3.42105263157895 5.54469823377655 0.632280896446517 0.22375998757869
24 5.5 5.8653008661953 0.814161461922146 -0.454876578972105
52.8039215686275 11.8039215686275 9.75365503642107 0.718166484541058 1.38743443642376
62.1428571428571 9.85714285714286 6.11010092660734 0.712241974147528 0.78539816339761
15.463768115942 13.2753623188406 14.6206603691916 0.886692211100376 -0.361572583153283
28.3103448275862 11.448275862069 6.25878692664198 0.348451092920359 -0.605544663604965
41.9245283018868 16.7547169811321 9.15810180977092 0.588243202952935 1.56019720799188
60.7924528301887 19.1132075471698 12.5180611304256 0.873562566437545 -1.18621483673107
28.5 18.5 4.47213595499958 0 0
74.1506024096386 27.3915662650602 25.3495402301726 0.855125494124706 0.961341258674745
8.52272727272727 22.0909090909091 8.61022521907493 0.653752821679002 0.484415691812815
17.4594594594595 22.7837837837838 7.61230592387304 0.589366842575019 -1.15098568913039
30.9756097560976 27.5365853658537 9.36550341345051 0.801410983825803 -0.922969832526216
43.0454545454545 26.9090909090909 6.00596053861264 0.641707776881623 0.708312078468655
53.8103448275862 29.448275862069 12.8776519345626 0.862345278950528 1.52839775916424
3.52941176470588 30.3235294117647 7.52146468831375 0.608556485824077 -1.43845250217232
23 29.5 4.47213595499958 0.683130051063995 1.5707963267949
13.9166666666667 31.0833333333333 5.77350269189637 0.408248290463892 0.785398163397489
37.304347826087 31.2173913043478 7.16941900709693 0.79750504845472 1.04164329169789
46.375 34.5 6.77871559560229 0.470032356162039 -0.698775330171266
64.4313725490196 34.9607843137255 8.55957702455068 0.465668206145857 -0.142872768890307
18 36 3.26598632371109 2.92191975580567e-07 1.5707963267949
32.6 36.4 4.61880215351707 0.489897948556406 0.785398163397804
1.90909090909091 39.6363636363636 4.34612998414259 0.708443752635259 1.30776311729669
11.6515151515152 42.2121212121212 10.6293250193521 0.655233349292246 -0.985741118844018
23.6 39.6 4.61880215351697 0.489897948556764 -0.785398163397271
40.5 39.5 4.78091443733779 0.670820393250008 -0.785398163397448
55.5 42.6363636363636 6.46669790682879 0.750757193529516 3.08692451373152e-13
75.9259259259259 45.2222222222222 11.5394559557384 0.846177928654264 0.781714988766677
17.5 45.5 4.78091443733736 0.67082039324995 -0.785398163397316
30.6333333333333 46.4 7.37540302478519 0.712794402714758 0.884789774086747
47.1739130434783 46.1304347826087 5.87902873572633 0.520404143924947 -0.909454887945294
65 46.5 5.54259346189269 0.693483744184874 0.403335774710947
38.8260869565217 48 5.40531139753709 0.12869789041712 1.5707963267949
24.1428571428571 51.4 8.24675955370227 0.709332251500066 -0.0805035674144186
53.7169811320755 55.2641509433962 14.2939945724316 0.903555895524384 0.947050910598095
9.76666666666667 54.8333333333333 11.1834499905177 0.760076210217525 -0.445337893456505
59.8695652173913 53.8260869565217 5.87902873572646 0.520404143925427 -0.66134143884904
46 55.1739130434783 5.40531139753709 0.128697890416636 0
73.1388888888889 55.3888888888889 7.34500568708459 0.543905643909892 0.297219450856058
35 57 6.83393756941804 2.79371936012099e-07 0
17 59 3.26598632371095 5.05542619636279e-07 0
68.6666666666667 64.3854166666667 11.9281757842507 0.445331543872061 -1.04296033359358
26.8717948717949 62.9487179487179 7.65800020566193 0.53970473157165 0.827940446319394
38.8947368421053 64.4473684210526 10.1418753026704 0.87632749223561 -0.321287643520002
51 63.5 4.47213595499958 0.683130051064062 1.5707963267949
59 67.3333333333333 5.33333333333341 0.612372435695716 0
20.7674418604651 69.8837209302326 9.2931129985889 0.771374438092384 0.571652385277814
46.8260869565217 69 5.40531139753776 0.128697890418555 1.5707963267949
54 68 3.26598632371165 8.25906184944571e-07 1.5707963267949
41.1224489795918 73.8571428571429 10.1348332085793 0.785042083029828 1.09569423145923
52.390243902439 75.3658536585366 11.0300236680361 0.881496049401739 -0.549161649258939
30.9 75.0333333333333 7.78077009500314 0.781682888279362 0.364478575681165
